datetime;season;holiday;workingday;weather;temp;atemp;humidity;windspeed;casual;registered;count
2011-07-09 01:00:00;;0;0.0;2.0;26.24;28.79;89;7.0015;5.0;48.0;53
2011-08-07 17:00:00;3;0;0.0;3.0;30.34;35.605;74;43.0006;63.0;131.0;194
2011-10-18 04:00:00;4;0;1.0;2.0;18.04;21.97;94;7.0015;0.0;4.0;4
2011-08-07 05:00:00;3;0;0.0;1.0;28.7;33.335;89;12.998;1.0;4.0;5
2011-07-08 15:00:00;3;0;1.0;2.0;32.8;39.395;63;23.9994;39.0;102.0;141
2011-02-07 06:00:00;1;0;1.0;1.0;7.38;12.12;93;0.0;1.0;29.0;30
2012-11-13 10:00:00;4;0;1.0;3.0;12.3;13.635;75;26.0027;10.0;84.0;94
2012-09-01 20:00:00;3;0;0.0;3.0;31.16;36.365;67;16.9979;67.0;140.0;207
2011-08-09 14:00:00;3;0;1.0;1.0;35.26;39.395;44;19.0012;53.0;95.0;148
2011-04-04 08:00:00;2;0;1.0;2.0;18.86;22.725;55;19.9995;31.0;308.0;339
2011-04-04 02:00:00;2;0;1.0;1.0;15.58;19.695;66;16.9979;1.0;1.0;2
2012-12-15 12:00:00;4;0;0.0;1.0;15.58;19.695;50;6.0032;89.0;364.0;453
2011-06-03 18:00:00;2;0;1.0;1.0;28.7;31.82;24;19.9995;76.0;488.0;564
2011-04-10 21:00:00;2;0;0.0;1.0;18.04;21.97;88;12.998;18.0;77.0;95
2012-08-11 00:00:00;3;0;0.0;1.0;28.7;32.575;70;19.0012;38.0;142.0;180
2012-06-07 20:00:00;2;0;1.0;1.0;27.06;31.06;36;19.9995;76.0;402.0;478
2012-11-18 04:00:00;4;0;0.0;2.0;12.3;14.395;81;12.998;4.0;8.0;12
2011-11-10 18:00:00;4;0;1.0;2.0;14.76;17.425;81;11.0014;10.0;263.0;273
2012-06-18 09:00:00;2;0;1.0;2.0;22.14;25.76;83;15.0013;28.0;222.0;250
2011-05-16 20:00:00;2;0;1.0;1.0;23.78;27.275;83;0.0;31.0;167.0;198
2011-02-15 21:00:00;1;0;1.0;1.0;9.84;14.395;52;0.0;5.0;61.0;66
2011-11-05 02:00:00;4;0;0.0;1.0;12.3;13.635;52;22.0028;7.0;24.0;31
2011-01-17 04:00:00;1;1;0.0;2.0;7.38;9.85;43;8.9981;1.0;2.0;3
2011-02-13 07:00:00;1;0;0.0;2.0;9.02;13.635;55;0.0;0.0;3.0;3
2012-06-04 11:00:00;2;0;1.0;1.0;26.24;31.06;38;32.9975;71.0;168.0;239
2011-01-13 15:00:00;1;0;1.0;1.0;9.84;10.605;38;19.9995;5.0;55.0;60
2012-06-17 06:00:00;2;0;0.0;1.0;21.32;25.0;72;7.0015;7.0;16.0;23
2012-08-14 12:00:00;3;0;1.0;1.0;31.98;35.605;49;8.9981;93.0;207.0;300
2012-01-01 16:00:00;1;0;0.0;2.0;18.04;21.97;54;19.9995;68.0;147.0;215
2011-05-10 09:00:00;2;0;1.0;2.0;21.32;25.0;48;7.0015;29.0;176.0;205
2011-03-02 08:00:00;1;0;1.0;1.0;9.84;10.605;65;19.0012;13.0;243.0;256
2012-06-16 21:00:00;2;0;0.0;2.0;26.24;31.06;50;15.0013;98.0;192.0;290
2011-11-01 14:00:00;4;0;1.0;1.0;20.5;24.24;48;16.9979;32.0;118.0;150
2012-07-06 00:00:00;3;0;1.0;1.0;31.98;37.12;62;8.9981;39.0;63.0;102
2012-03-16 21:00:00;1;0;1.0;2.0;18.04;21.97;94;0.0;8.0;144.0;152
2011-01-13 05:00:00;1;0;1.0;1.0;5.74;6.06;50;19.9995;0.0;3.0;3
2012-08-01 14:00:00;3;0;1.0;1.0;33.62;37.88;46;11.0014;88.0;175.0;263
2011-12-19 15:00:00;4;0;1.0;1.0;15.58;19.695;46;11.0014;24.0;135.0;159
2012-12-12 15:00:00;4;0;1.0;2.0;13.94;17.425;46;7.0015;21.0;207.0;228
2011-12-16 15:00:00;4;0;1.0;2.0;13.12;15.15;45;19.9995;12.0;141.0;153
2012-09-03 21:00:00;;1;0.0;1.0;29.52;34.09;76;7.0015;42.0;142.0;184
2012-11-05 10:00:00;4;0;1.0;1.0;13.12;15.15;49;19.0012;30.0;112.0;142
2011-09-18 11:00:00;3;0;0.0;1.0;21.32;25.0;68;15.0013;116.0;201.0;317
2012-11-15 20:00:00;4.0;0;1.0;1.0;13.94;17.425;61;7.0015;23.0;262.0;285
2011-11-11 04:00:00;4;1;0.0;1.0;12.3;14.395;61;12.998;0.0;8.0;8
2011-12-15 02:00:00;4;0;1.0;2.0;13.12;16.665;70;8.9981;2.0;5.0;7
2012-11-08 07:00:00;4;0;1.0;1.0;11.48;12.88;36;26.0027;12.0;411.0;423
2012-04-07 04:00:00;2;0;0.0;1.0;13.12;15.91;36;11.0014;3.0;4.0;7
2012-03-02 08:00:00;1;0;1.0;1.0;11.48;15.15;75;6.0032;16.0;533.0;549
2011-05-19 03:00:00;-2;0;1.0;1.0;19.68;23.485;100;0.0;1.0;3.0;4
2011-09-04 09:00:00;3;0;0.0;1.0;27.06;30.305;78;11.0014;87.0;102.0;189
2012-05-06 00:00:00;2;0;0.0;2.0;22.96;26.515;83;8.9981;23.0;111.0;134
2011-04-06 01:00:00;2;0;1.0;1.0;10.66;13.635;60;8.9981;0.0;2.0;2
2012-09-17 20:00:00;3;0;1.0;2.0;25.42;29.545;73;8.9981;32.0;308.0;340
2012-12-14 03:00:00;4;0;1.0;1.0;8.2;11.365;69;7.0015;0.0;12.0;12
2012-06-16 01:00:00;2;0;0.0;1.0;22.96;26.515;56;0.0;16.0;79.0;95
2011-06-16 17:00:00;2;0;1.0;2.0;26.24;29.545;78;7.0015;42.0;230.0;272
2012-05-15 03:00:00;2;0;1.0;3.0;23.78;27.275;83;8.9981;1.0;5.0;6
2012-11-03 16:00:00;4;0;0.0;2.0;14.76;16.665;46;22.0028;108.0;292.0;400
2012-12-07 12:00:00;4;0;1.0;2.0;13.94;16.665;71;12.998;36.0;204.0;240
2012-03-15 03:00:00;1;0;1.0;1.0;20.5;24.24;63;0.0;0.0;7.0;7
2011-06-09 14:00:00;2;0;1.0;1.0;37.72;43.94;40;12.998;25.0;93.0;118
2012-02-09 19:00:00;1;0;1.0;1.0;13.12;16.665;33;7.0015;8.0;287.0;295
2011-11-14 15:00:00;4;0;1.0;1.0;26.24;31.06;44;22.0028;53.0;142.0;195
2012-01-01 18:00:00;1;0;0.0;3.0;18.86;22.725;59;16.9979;25.0;81.0;106
2012-11-17 02:00:00;4;0;0.0;1.0;10.66;12.88;65;12.998;8.0;41.0;49
2012-10-19 15:00:00;4;0;1.0;1.0;26.24;30.305;65;19.9995;93.0;302.0;395
2012-01-05 18:00:00;1;0;1.0;1.0;13.94;16.665;36;11.0014;9.0;374.0;383
2012-10-01 22:00:00;4;0;1.0;3.0;22.14;25.76;77;6.0032;17.0;190.0;207
2011-04-12 06:00:00;2;0;1.0;2.0;22.14;25.76;68;19.0012;3.0;55.0;58
2012-09-14 10:00:00;3;0;1.0;2.0;27.88;31.82;65;0.0;75.0;171.0;246
2012-05-03 14:00:00;2;0;1.0;1.0;26.24;30.305;65;12.998;33.0;171.0;204
2011-07-02 14:00:00;3;0;0.0;1.0;34.44;35.605;20;0.0;177.0;215.0;392
2012-12-05 17:00:00;4;0;1.0;1.0;18.04;21.97;35;19.0012;29.0;576.0;605
2012-11-17 01:00:00;4;0;0.0;1.0;10.66;12.88;60;12.998;13.0;74.0;87
2011-01-13 10:00:00;1;0;1.0;2.0;6.56;6.82;50;23.9994;2.0;36.0;38
2011-06-14 03:00:00;2;0;1.0;1.0;23.78;27.275;53;22.0028;1.0;1.0;2
2011-06-10 21:00:00;2;0;1.0;1.0;31.16;36.365;66;8.9981;55.0;163.0;218
2011-04-07 05:00:00;2;0;1.0;1.0;13.94;15.91;76;15.0013;0.0;6.0;6
2012-05-01 08:00:00;2;0;1.0;2.0;21.32;25.0;94;19.0012;19.0;538.0;557
2012-01-14 07:00:00;1;0;0.0;1.0;5.74;7.575;50;8.9981;0.0;24.0;24
2011-03-14 21:00:00;1;0;1.0;1.0;13.94;16.665;46;8.9981;5.0;58.0;63
2011-11-12 10:00:00;4;0;0.0;1.0;13.94;15.91;61;19.0012;62.0;170.0;232
2011-11-01 21:00:00;4;0;1.0;1.0;14.76;18.94;81;0.0;13.0;114.0;127
2011-08-19 21:00:00;3;0;1.0;1.0;25.42;28.79;83;8.9981;18.0;89.0;107
2011-10-05 11:00:00;4;0;1.0;1.0;24.6;31.06;46;19.0012;32.0;138.0;170
2012-11-09 07:00:00;4;0;1.0;1.0;10.66;13.635;65;8.9981;9.0;332.0;341
2012-01-02 08:00:00;1;1;;1.0;9.84;11.365;35;16.9979;2.0;51.0;53
2011-11-04 21:00:00;4;0;1.0;1.0;13.94;15.91;46;16.9979;8.0;115.0;123
2011-06-14 08:00:00;2;0;1.0;1.0;23.78;27.275;49;26.0027;45.0;441.0;486
2012-12-06 16:00:00;4;0;1.0;1.0;13.12;17.425;42;0.0;39.0;292.0;331
2011-02-13 14:00:00;1;0;0.0;2.0;16.4;20.455;30;27.9993;51.0;110.0;161
2011-05-17 19:00:00;2;0;1.0;1.0;24.6;29.545;69;16.9979;51.0;298.0;349
2011-02-10 01:00:00;1;0;1.0;3.0;5.74;7.575;80;8.9981;0.0;7.0;7
2012-12-15 02:00:00;4;0;0.0;1.0;10.66;15.15;81;0.0;6.0;63.0;69
2011-04-12 07:00:00;2;0;1.0;2.0;22.14;25.76;68;15.0013;12.0;177.0;189
2012-08-06 09:00:00;3;0;1.0;3.0;28.7;33.335;79;11.0014;28.0;248.0;276
2012-07-09 20:00:00;3;0;1.0;2.0;30.34;34.09;55;7.0015;69.0;378.0;447
2012-08-12 14:00:00;3;0;0.0;1.0;31.16;34.09;40;12.998;213.0;366.0;579
2012-11-03 21:00:00;4;0;0.0;1.0;13.94;17.425;53;7.0015;31.0;135.0;166
2012-10-03 18:00:00;4;0;1.0;1.0;28.7;32.575;65;0.0;54.0;756.0;810
2011-03-16 07:00:00;1;0;1.0;2.0;12.3;14.395;93;12.998;10.0;101.0;111
2012-04-15 11:00:00;2;0;0.0;1.0;25.42;31.06;46;19.9995;227.0;301.0;528
2011-09-02 01:00:00;3;0;1.0;3.0;25.42;29.545;73;7.0015;4.0;28.0;32
2011-05-16 09:00:00;2.0;0;1.0;1.0;24.6;29.545;69;12.998;38.0;156.0;194
2011-09-16 19:00:00;3;0;1.0;2.0;20.5;24.24;55;11.0014;59.0;256.0;315
2011-06-12 10:00:00;2;0;0.0;1.0;31.16;35.605;58;6.0032;120.0;191.0;311
2012-12-12 02:00:00;4;0;1.0;1.0;11.48;13.635;56;11.0014;5.0;4.0;9
2012-11-06 08:00:00;4;0;1.0;1.0;9.02;11.365;69;11.0014;20.0;568.0;588
2011-10-03 02:00:00;4;0;1.0;1.0;14.76;18.18;76;7.0015;0.0;4.0;4
2012-03-13 17:00:00;1;0;3.0;1.0;28.7;31.82;37;7.0015;62.0;614.0;676
2011-02-12 02:00:00;1;0;0.0;1.0;5.74;10.605;80;0.0;2.0;13.0;15
2012-12-04 11:00:00;4;0;1.0;1.0;19.68;23.485;77;12.998;24.0;183.0;207
2011-12-04 23:00:00;4;0;0.0;1.0;13.94;17.425;87;7.0015;3.0;42.0;45
2011-12-07 01:00:00;4;0;1.0;2.0;18.86;22.725;100;16.9979;4.0;9.0;13
2012-02-12 17:00:00;1;0;0.0;1.0;7.38;7.575;37;27.9993;4.0;83.0;87
2011-01-06 08:00:00;1;0;1.0;1.0;6.56;11.365;59;0.0;3.0;216.0;219
2011-01-16 05:00:00;1;0;0.0;2.0;10.66;12.88;56;11.0014;1.0;1.0;2
2011-05-04 22:00:00;2;0;1.0;1.0;15.58;19.695;62;15.0013;9.0;80.0;89
2011-10-19 20:00:00;4;0;1.0;3.0;24.6;25.76;94;6.0032;5.0;140.0;145
2011-09-02 14:00:00;3;0;1.0;2.0;28.7;32.575;61;7.0015;75.0;208.0;283
2011-01-03 00:00:00;1;0;1.0;1.0;9.02;9.85;44;23.9994;0.0;5.0;5
2011-03-07 19:00:00;1;0;1.0;1.0;12.3;14.395;33;15.0013;11.0;134.0;145
2012-03-09 13:00:00;1;0;1.0;2.0;15.58;19.695;29;26.0027;49.0;175.0;224
2011-02-11 01:00:00;1;0;1.0;1.0;4.1;6.82;54;6.0032;1.0;6.0;7
2011-12-18 22:00:00;4;0;0.0;1.0;9.02;11.365;75;12.998;2.0;47.0;49
2012-09-10 03:00:00;3;;1.0;1.0;21.32;25.0;68;19.0012;5.0;7.0;12
2011-02-08 01:00:00;1;0;1.0;2.0;11.48;15.91;87;0.0;0.0;4.0;4
2012-07-13 20:00:00;3;0;1.0;1.0;30.34;33.335;48;8.9981;95.0;294.0;389
2012-08-10 21:00:00;3;0;1.0;1.0;30.34;34.85;66;16.9979;50.0;236.0;286
2012-01-08 11:00:00;1;;0.0;1.0;14.76;17.425;46;15.0013;55.0;201.0;256
2011-10-12 06:00:00;4;0;1.0;2.0;22.14;25.76;88;16.9979;5.0;107.0;112
2012-06-03 20:00:00;2;0;0.0;1.0;27.06;31.06;39;12.998;84.0;230.0;314
2012-02-03 10:00:00;1;0;1.0;1.0;11.48;12.88;56;19.0012;15.0;114.0;129
2011-08-11 16:00:00;3;0;1.0;1.0;32.8;34.85;27;12.998;57.0;241.0;298
2011-09-17 15:00:00;3;0;0.0;2.0;21.32;25.0;72;12.998;148.0;206.0;354
2012-09-07 19:00:00;3.0;0;1.0;1.0;30.34;34.09;62;19.0012;70.0;498.0;568
2012-06-04 19:00:00;2;0;1.0;1.0;25.42;31.06;38;27.9993;91.0;554.0;645
2011-09-14 03:00:00;3;0;1.0;1.0;24.6;27.275;88;8.9981;1.0;7.0;8
2011-09-08 23:00:00;3;0;1.0;3.0;25.42;25.76;100;6.0032;0.0;26.0;26
2011-01-07 06:00:00;1;0;1.0;2.0;8.2;12.88;69;0.0;8.0;26.0;34
2011-04-07 06:00:00;2;0;1.0;1.0;13.12;15.15;81;16.9979;5.0;59.0;64
2011-02-14 15:00:00;1;0;1.0;1.0;22.96;26.515;21;43.9989;19.0;71.0;90
2012-08-19 15:00:00;3;0;0.0;2.0;26.24;30.305;65;0.0;89.0;187.0;276
2012-09-11 03:00:00;3;0;1.0;1.0;19.68;23.485;67;8.9981;1.0;7.0;8
2011-09-17 14:00:00;3;0;0.0;2.0;21.32;25.0;72;12.998;123.0;174.0;297
2011-06-13 22:00:00;2;0;1.0;1.0;25.42;31.06;46;15.0013;20.0;114.0;134
2011-12-09 18:00:00;4;0;1.0;1.0;13.94;18.18;61;0.0;10.0;308.0;318
2011-06-19 17:00:00;2;0;0.0;1.0;30.34;33.335;51;0.0;159.0;238.0;397
2011-10-12 03:00:00;4;0;1.0;3.0;22.14;25.76;94;19.9995;0.0;2.0;2
2011-01-01 18:00:00;1;0;0.0;3.0;17.22;21.21;88;16.9979;9.0;26.0;35
2012-02-16 17:00:00;1;0;1.0;3.0;13.94;18.18;87;0.0;8.0;281.0;289
2011-07-12 11:00:00;3;0;1.0;1.0;33.62;38.635;52;11.0014;39.0;86.0;125
2012-01-16 18:00:00;;;0.0;;10.66;11.365;52;22.0028;6.0;175.0;181
2012-06-07 16:00:00;2;0;1.0;1.0;29.52;32.575;34;15.0013;77.0;389.0;466
2012-12-13 12:00:00;4;0;1.0;1.0;14.76;16.665;40;16.9979;30.0;252.0;282
2011-10-14 13:00:00;4;0;1.0;1.0;22.96;26.515;73;23.9994;18.0;114.0;132
2012-12-14 10:00:00;4;0;1.0;1.0;10.66;12.88;81;12.998;28.0;162.0;190
2011-07-11 19:00:00;3;0;1.0;1.0;34.44;41.665;59;22.0028;80.0;293.0;373
2011-07-15 18:00:00;3;0;1.0;1.0;29.52;32.575;45;15.0013;102.0;394.0;496
2011-03-03 21:00:00;1;0;1.0;1.0;7.38;10.605;40;7.0015;3.0;48.0;51
2012-07-13 02:00:00;3;0;1.0;2.0;27.06;31.06;61;6.0032;2.0;15.0;17
2011-09-05 04:00:00;3;1;0.0;2.0;27.88;31.82;69;19.0012;3.0;5.0;8
2012-09-03 01:00:00;3;1;0.0;2.0;27.88;31.82;89;11.0014;18.0;37.0;55
2012-09-02 15:00:00;3;0;0.0;3.0;30.34;35.605;74;8.9981;179.0;176.0;355
2012-08-13 06:00:00;3;0;1.0;1.0;25.42;29.545;73;6.0032;4.0;155.0;159
2011-05-17 05:00:00;2;0;1.0;3.0;21.32;25.0;94;16.9979;0.0;22.0;22
2011-01-05 23:00:00;1;0;1.0;1.0;8.2;12.88;47;0.0;1.0;18.0;19
2012-02-15 23:00:00;1;0;1.0;1.0;13.94;17.425;53;6.0032;4.0;54.0;58
2011-04-15 06:00:00;2;1;0.0;1.0;14.76;18.18;81;6.0032;5.0;42.0;47
2011-03-05 09:00:00;1;0;0.0;2.0;13.12;15.15;93;15.0013;15.0;48.0;63
2011-08-17 22:00:00;3;0;1.0;1.0;28.7;32.575;65;12.998;29.0;142.0;171
2012-07-03 20:00:00;3;0;1.0;3.0;31.16;34.85;55;32.9975;80.0;296.0;376
2011-07-01 06:00:00;3;0;1.0;1.0;25.42;30.305;61;8.9981;11.0;97.0;108
2011-09-07 01:00:00;3;0;1.0;3.0;22.14;25.76;94;16.9979;2.0;3.0;5
2011-12-13 06:00:00;4;0;1.0;1.0;8.2;12.88;80;0.0;0.0;92.0;92
2011-11-16 16:00:00;4;0;1.0;3.0;19.68;23.485;94;7.0015;13.0;110.0;123
2012-04-11 14:00:00;2;0;1.0;1.0;14.76;17.425;57;12.998;34.0;101.0;135
2012-10-19 13:00:00;4;0;1.0;1.0;25.42;29.545;73;15.0013;87.0;288.0;375
2011-05-07 22:00:00;2;0;0.0;1.0;22.14;25.76;49;12.998;26.0;94.0;120
2012-02-03 17:00:00;1;0;1.0;1.0;16.4;20.455;37;6.0032;30.0;458.0;488
2011-06-04 01:00:00;2;0;0.0;1.0;22.14;25.76;64;7.0015;14.0;80.0;94
2012-10-09 09:00:00;4;0;1.0;2.0;17.22;21.21;77;15.0013;37.0;345.0;382
2011-12-03 07:00:00;4;0;0.0;1.0;9.02;12.88;75;6.0032;2.0;24.0;26
2012-03-11 03:00:00;1;0;0.0;1.0;9.84;12.12;60;8.9981;15.0;51.0;66
2012-08-07 17:00:00;3;0;1.0;2.0;31.98;37.12;62;8.9981;125.0;743.0;868
2012-05-07 17:00:00;2;;1.0;2.0;24.6;31.06;53;22.0028;102.0;667.0;769
2012-02-17 15:00:00;1;0;1.0;1.0;17.22;21.21;35;27.9993;41.0;180.0;221
2011-03-12 02:00:00;1;0;0.0;1.0;9.84;11.365;65;12.998;0.0;14.0;14
2012-08-08 13:00:00;3;0;1.0;2.0;32.8;37.12;52;0.0;101.0;212.0;313
2012-03-15 04:00:00;1;0;1.0;1.0;18.04;21.97;77;7.0015;11.0;3.0;14
2011-11-04 12:00:00;4;0;1.0;2.0;19.68;23.485;55;32.9975;44.0;153.0;197
2012-01-09 14:00:00;;0.0;;3.0;9.02;11.365;75;11.0014;5.0;45.0;50
2011-03-05 15:00:00;1;0;0.0;2.0;18.86;22.725;63;19.9995;83.0;122.0;205
2011-02-15 12:00:00;1;0;1.0;1.0;11.48;13.635;24;16.9979;6.0;65.0;71
2012-11-16 17:00:00;4;0;1.0;1.0;14.76;17.425;46;12.998;41.0;539.0;580
2012-04-14 14:00:00;2;0;0.0;2.0;26.24;31.06;27;30.0026;288.0;372.0;660
2011-09-12 10:00:00;3.0;0;1.0;1.0;27.88;31.82;62;11.0014;40.0;89.0;129
2011-01-18 23:00:00;1;0;1.0;2.0;9.02;13.635;93;0.0;1.0;19.0;20
2012-03-09 09:00:00;1;0;1.0;2.0;13.94;14.395;42;35.0008;17.0;267.0;284
2012-08-12 13:00:00;3;0;0.0;1.0;31.98;34.85;40;0.0;178.0;365.0;543
2011-10-06 02:00:00;4;0;1.0;1.0;18.86;22.725;67;12.998;2.0;8.0;10
2011-04-11 21:00:00;2;0;1.0;1.0;27.06;31.06;61;16.9979;39.0;119.0;158
2012-11-16 16:00:00;4;0;1.0;1.0;17.22;21.21;35;19.0012;33.0;350.0;383
2012-04-11 23:00:00;-2;0;1.0;1.0;13.94;15.15;57;19.9995;9.0;52.0;61
2012-06-02 13:00:00;2;0;0.0;1.0;25.42;31.06;41;16.9979;279.0;400.0;679
2012-08-16 06:00:00;3;0;1.0;1.0;24.6;28.79;78;11.0014;3.0;162.0;165
2012-01-01 00:00:00;1;0;0.0;1.0;14.76;18.94;66;0.0;5.0;43.0;48
2012-08-19 17:00:00;3;0;0.0;2.0;26.24;29.545;78;7.0015;76.0;267.0;343
2012-01-14 00:00:00;;0.0;0.0;;6.56;9.09;47;7.0015;2.0;42.0;44
2012-08-07 00:00:00;3;0;1.0;1.0;28.7;33.335;84;12.998;15.0;32.0;47
2012-03-17 10:00:00;1;0;0.0;2.0;20.5;24.24;77;6.0032;140.0;303.0;443
2011-04-07 20:00:00;2;0;1.0;1.0;18.04;21.97;62;11.0014;37.0;166.0;203
2012-01-15 21:00:00;1;0;0.0;1.0;6.56;8.335;40;11.0014;1.0;71.0;72
2011-09-05 07:00:00;3;1;0.0;1.0;27.06;31.06;74;11.0014;11.0;30.0;41
2011-01-12 19:00:00;1;0;1.0;1.0;7.38;7.575;47;27.9993;1.0;82.0;83
2012-10-09 04:00:00;4.0;0;1.0;3.0;14.76;17.425;87;11.0014;1.0;6.0;7
2011-05-11 07:00:00;2;0;1.0;1.0;19.68;23.485;72;12.998;25.0;293.0;318
2012-09-17 02:00:00;3;0;1.0;1.0;21.32;25.0;72;0.0;5.0;8.0;13
2012-01-12 17:00:00;1;0;1.0;1.0;18.86;22.725;63;11.0014;23.0;472.0;495
2012-10-07 04:00:00;4;0;0.0;2.0;18.04;21.97;54;16.9979;5.0;6.0;11
2012-03-06 21:00:00;1;0;1.0;1.0;13.12;15.91;49;12.998;5.0;143.0;148
2011-02-14 06:00:00;1;0;1.0;1.0;13.94;15.15;46;19.9995;1.0;25.0;26
2011-06-08 00:00:00;2;0;1.0;1.0;27.06;29.545;89;8.9981;12.0;29.0;41
2011-10-19 18:00:00;4;0;1.0;3.0;22.96;26.515;100;11.0014;8.0;132.0;140
2011-12-18 01:00:00;4;0;0.0;1.0;8.2;11.365;69;7.0015;3.0;43.0;46
2012-06-10 17:00:00;2;0;0.0;1.0;33.62;37.12;41;19.0012;184.0;337.0;521
2012-02-09 12:00:00;1;0;1.0;1.0;10.66;11.365;48;22.0028;10.0;148.0;158
